Cry,verb," to produce tears from your eyes often while making loud sounds because of pain, sorrow, or other strong emotions"
Hear,verb, to be aware of (sound) through the ear
Hence,adverb, for this reason
Kill,verb," to cause the death of (a person, animal, or plant) {bc} to end the life of (someone or something)"
Husband,noun, a married man {bc} the man someone is married to
Farewell,interjection,formal + literary{/it}
Cause,noun," something or someone that produces an effect, result, or condition {bc} something or someone that makes something happen or exist"
Reason,noun," a statement or fact that explains why something is the way it is, why someone does, thinks, or says something, or why someone behaves a certain way"
Crown,noun, a decorative object that is shaped like a circle and worn on the head of a king or queen for special ceremonies
Clown,noun," someone who performs in a circus, who wears funny clothes and makeup, and who tries to make people laugh"
Shame,noun," a feeling of guilt, regret, or sadness that you have because you know you have done something wrong"
Wrong,adjective, not agreeing with the facts or truth
Seem,verb," to appear to be something or to do something {bc} to have a quality, appearance, etc., that shows or suggests a particular characteristic, feeling, etc."
Come,verb, to move toward someone or something
Wit,noun, an ability to say or write things that are clever and usually funny
Bed,noun, a piece of furniture that people sleep on
Thousand,noun," the number 1,000"
Truth,noun,it}the truth{/it}{/b} {bc} the real facts about something {bc} the things that are true
Earth,noun, the planet on which we live
Desire,verb,somewhat formal{/it} {bc} to want or wish for (something) {bc} to feel desire for (something)
Rather,adverb, to some degree or extent
Lie,verb, to be in a flat position on a surface (such as a bed)
Lay,verb, to place (someone or something) down gently in a flat position
Pardon,verb, to officially say that someone who is guilty of a crime will be allowed to go free and will not be punished
Horse,noun, a large animal that is used for riding and for carrying and pulling things
Wilt,verb,of a plant{/it} {bc} to bend over because of not having enough water
Fly,verb, to move through the air with wings
False,adjective, not real or genuine
Sleep,verb, to rest your mind and body by closing your eyes and becoming unconscious
Fight,verb," to use weapons or physical force to try to hurt someone, to defeat an enemy, etc. {bc} to struggle in battle or physical combat"
Ill,adjective, not well or healthy {bc} sick or unhealthy
Shalt,,old-fashioned{/it} used after {it}thou{/it}
Honest,adjective," good and truthful {bc} not lying, stealing, or cheating"
See,verb, to notice or become aware of (someone or something) by using your eyes
Youth,noun, the time of life when someone is young {bc} the time when a young person has not yet become an adult
Grief,noun, deep sadness caused especially by someone's death
Villain,noun," a character in a story, movie, etc., who does bad things"
Hither,adverb,old-fashioned + literary{/it} {bc} to this place
Break,verb, to separate (something) into parts or pieces often in a sudden and forceful or violent way
Ring,noun, a piece of jewelry that is worn usually on a finger
Kind,noun, a group of people or things that belong together or have some shared quality {bc} a particular type or variety of person or thing
Swear,verb, to state (something) very strongly and sincerely
Enemy,noun, someone who hates another {bc} someone who attacks or tries to harm another
Sit,verb," to be in a position in which your bottom is resting on a chair, the ground, etc., especially with your back upright"
Cousin,noun, a child of your uncle or aunt
Deed,noun, something that is done {bc} an act or action
Hang,verb, to attach or place something so that it is held up without support from below
Sea,noun, the salt water that covers much of the Earth's surface ({it}literary{/it})
Devil,noun,"it}the Devil{/it}{/b} {bc} the most powerful spirit of evil in Christianity, Judaism, and Islam who is often represented as the ruler of hell"
Fault,noun, a bad quality or part of someone's character {bc} a weakness in character
Citizen,noun, a person who legally belongs to a country and has the rights and protection of that country
Wish,verb, to want (something) to be true or to happen
Yourself,pronoun, the person that is being addressed:
Mad,adjective,"chiefly US{/it}, {it}informal{/it} {bc} very angry"
Prove,verb," to show the existence, truth, or correctness of (something) by using evidence, logic, etc."
Sorrow,noun, a feeling of sadness or grief caused especially by the loss of someone or something
Majesty,noun, a great and impressively beautiful quality
Dare,verb, to have enough courage or confidence to do something {bc} to not be too afraid to do something
Send,verb," to cause (a letter, an e-mail, a package, etc.) to go or to be carried from one place or person to another"
Seek,verb, to search for (someone or something) {bc} to try to find (someone or something)
Draw,verb," to make (a picture, image, etc.) by making lines on a surface especially with a pencil, pen, marker, chalk, etc., but not usually with paint"
Strange,adjective," different from what is usual, normal, or expected"
Virtue,noun, morally good behavior or character
Breath,noun, the air that you take into your lungs and send out from your lungs when you breathe {bc} air that is inhaled and exhaled in breathing
Purpose,noun, the reason why something is done or used {bc} the aim or intention of something
Shallow,adjective, having a small distance to the bottom from the surface or highest point
Worthy,adjective," good and deserving respect, praise, or attention"
Pity,noun, a strong feeling of sadness or sympathy for someone or something
Justice,noun, the process or result of using laws to fairly judge and punish crimes and criminals
Maid,noun, a female servant {it}especially{/it} {bc} a woman or girl who does cleaning work in a house or hotel
Wind,noun, a natural movement of air outside
Foul,adjective, very unpleasant to taste or smell
Sister,noun, a girl or woman who has one or both of the same parents as you
Alone,adjective, without anyone or anything else {bc} not involving or including anyone or anything else {bc} separate from other people or things
Itself,pronoun, that same one:
Believe,verb, to accept or regard (something) as true
Give,verb, to cause or allow someone to have (something) as a present {bc} to make a present of (something)
Alas,interjection,"old-fashioned + literary{/it} used to express sadness, sorrow, disappointment, etc."
Morrow,noun,
Wear,verb," to use or have (something) as clothing {bc} to have (a shirt, pants, etc.) over part of your body"
Joy,noun, a feeling of great happiness
Sing,verb, to use your voice to make musical sounds in the form of a song or tune
Ha,interjection, especially to express surprise or a feeling of pleasure that you have when you do something or find out about something
Sight,noun," the sense through which a person or animal becomes aware of light, color, etc., by using the eyes {bc} the ability to see"
Pleasure,noun," a feeling of happiness, enjoyment, or satisfaction {bc} a pleasant or pleasing feeling"
Grave,noun, a hole in the ground for burying a dead body
Knight,noun, a soldier in the past who had a high social rank and who fought while riding a horse and usually wearing armor
Bloody,adjective, bleeding or covered with blood
Beseech,verb,formal + literary{/it} {bc} to beg (someone) for something {bc} to ask (someone) in a serious and emotional way to do something
Business,noun," the activity of making, buying, or selling goods or providing services in exchange for money"
Serve,verb," to give (food or drink) to someone at a meal, in a restaurant, etc."
Grow,verb," to become larger {bc} to increase in size, amount, etc."
Worth,preposition, to indicate the value of something
Comfort,noun," a state or situation in which you are relaxed and do not have any physically unpleasant feelings caused by pain, heat, cold, etc."
Die,verb, to stop living
Cold,adjective, having a very low temperature
Charge,verb, to give an amount of electricity to (something) {bc} to put electricity into a battery so that a machine or device will run
Don,noun,British{/it} {bc} a teacher in a college or university {it}especially{/it} {bc} a teacher at Oxford or Cambridge University
Proud,adjective," very happy and pleased because of something you have done, something you own, someone you know or are related to, etc. {bc} feeling pride"
Gentlemen,noun, a man who treats other people in a proper and polite way
Fit,adjective, proper or acceptable {bc} morally or socially correct
Door,noun," a movable piece of wood, glass, or metal that swings or slides open and shut so that people can enter or leave a room, building, vehicle, etc."
Sin,noun, an action that is considered to be wrong according to religious or moral law
Oath,noun, a formal and serious promise to tell the truth or to do something
Syracuse,," U.S. city, New York"
Lose,verb, to be unable to find (something or someone)
Weep,verb,somewhat formal{/it} {bc} to cry because you are very sad or are feeling some other strong emotion
Kiss,verb, to touch (someone) with your lips as a greeting or as a way of showing love or sexual attraction
Praise,verb, to say or write good things about (someone or something) {bc} to express approval of (someone or something)
Nurse,noun, a person who is trained to care for sick or injured people and who usually works in a hospital or doctor's office
Woe,noun, a feeling of great pain or sadness
Uncle,noun, the brother of your father or mother or the husband of your aunt
Royal,adjective, of or relating to a king or queen
Strong,adjective, having great physical power and ability {bc} having a lot of strength
Voice,noun," the sounds that you make with your mouth and throat when you are speaking, singing, etc."
Knave,noun, a dishonest man
Bastard,noun,offensive{/it} {bc} a very bad or unpleasant man {bc} a man who you strongly dislike or hate
Happy,adjective," feeling pleasure and enjoyment because of your life, situation, etc."
Mr,noun,
Command,verb, to give (someone) an order {bc} to tell (someone) to do something in a forceful and often official way
Ho,interjection, to attract attention
Born,adjective, brought into life by the process of birth
Holy,adjective, connected to a god or a religion
Appear,verb,somewhat formal{/it} {bc} to seem to be something {bc} to make someone think that a person or thing has a particular characteristic
Captain,noun, a person who is in charge of a ship or an airplane
Deny,verb, to say that something is not true
Strike,verb, to hit (someone or something) in a forceful way
Officer,noun, a member of a police force
Thyself,pronoun,old-fashioned + literary{/it}
Neither,adjective, not one or the other of two people or things
Patience,noun, the quality of being patient: such as
Hate,noun, a very strong feeling of dislike
Late,adjective, existing or happening near the end of a period of time
Dog,noun," a type of animal that is often kept as a pet or trained to work for people by guarding buildings, hunting, etc."
Quickly,adverb, in a fast or quick manner
Traitor,noun," a person who is not loyal to his or her own country, friends, etc. {bc} a person who betrays a country or group of people by helping or supporting an enemy"
Cut,verb," to use a sharp tool (such as a knife) to open or divide (something, such as paper or wood)"
Doubt,verb, to be uncertain about (something) {bc} to believe that (something) may not be true or is unlikely
Yea,noun,formal{/it} {bc} a yes vote
Favour,noun, a kind or helpful act that you do for someone
Gracious,adjective, very polite in a way that shows respect
Mercy,noun, kind or forgiving treatment of someone who could be treated harshly
Foot,noun, the part of the leg on which an animal or person stands and moves {bc} the part of the leg below the ankle
Friar,noun, a member of a men's Roman Catholic group who is poor and studies or teaches about Christianity
Ground,noun,it}the ground{/it}{/b} {bc} the surface of the earth
Sad,adjective, not happy {bc} feeling or showing grief or unhappiness
Attendant,noun, an assistant or servant
Sake,noun, the benefit of someone or something
Warrant,noun,law{/it} {bc} a document issued by a court that gives the police the power to do something
Highness,noun," as a title for a member of a royal family used with {it}his, her{/it}, or {it}your{/it}"
Drink,verb, to take a liquid into your mouth and swallow it
Trust,noun," belief that someone or something is reliable, good, honest, effective, etc."
Lip,noun, either one of the two soft parts that surround the mouth
Pass,verb, to move past someone or something
Dream,noun," a series of thoughts, visions, or feelings that happen during sleep"
Lead,verb, to guide someone to a place especially by going in front
Pistol,noun, a small gun made to be aimed and fired with one hand
Ah,interjection," to express pleasure, relief, etc."
Behold,verb,formal + literary{/it} {bc} to look at (something) {bc} to see (something)
Rich,adjective, having a lot of money and possessions
Begin,verb, to do the first part of an action {bc} to start doing something
Mouth,noun, the opening through which food passes into the body {bc} the part of the face that includes the lips and the opening behind them
Hell,noun, the place where the devil lives and where evil people go after they die according to some religions
Heavy,adjective, having great weight {bc} difficult to lift or move
Towards,preposition, in the direction of (something or someone)
Suit,noun, a set of clothes that usually consists of a jacket and a skirt or pair of pants that are made out of the same material
Duty,noun, something that is done as part of a job
Vow,noun, a serious promise to do something or to behave in a certain way
Trumpet,noun, a brass musical instrument that you blow into that has three buttons which you press to play different notes
Sick,adjective, affected with a disease or illness
Certain,adjective, not having any doubt about something {bc} convinced or sure
Blow,verb,"of air, wind, etc.{/it} {bc} to move with speed or force"
Brave,adjective, feeling or showing no fear {bc} not afraid
Haste,noun, speed of motion or action {bc} quickness or eagerness that can result in mistakes
Revenge,noun, the act of doing something to hurt someone because that person did something that hurt you
Princess,noun, a female member of a royal family {it}especially{/it} {bc} a daughter or granddaughter of a king or queen
Merry,adjective, very happy and cheerful {bc} feeling or showing joy and happiness
Touch,verb," to put your hand, fingers, etc., on someone or something"
Themselves,pronoun," those same people, animals, or things:"
Slave,noun, someone who is legally owned by another person and is forced to work for that person without pay
Deep,adjective, having a large distance to the bottom from the surface or highest point
Wise,adjective, having or showing wisdom or knowledge usually from learning or experiencing many things
Truly,adverb, in an honest manner
Know,verb, to have (information of some kind) in your mind
Almost,adverb, only a little less than
Fare,verb, to do something well or badly
Wound,noun," an injury that is caused when a knife, bullet, etc., cuts or breaks the skin"
Love,noun, a feeling of strong or constant affection for a person
Twas,,old-fashioned + literary{/it} used as a contraction of {ldquo}it was{rdquo}
Walk,verb, to move with your legs at a speed that is slower than running
Yield,verb," to produce or provide (something, such as a plant or crop)"
Worse,adjective, lower in quality
Twenty,noun, the number 20
Pain,noun," the physical feeling caused by disease, injury, or something that hurts the body"
Cardinal,noun, a priest of the Roman Catholic Church who ranks immediately below the Pope
Eat,verb, to take food into your mouth and swallow it
Sense,noun," one of the five natural powers (touch, taste, smell, sight, and hearing) through which you receive information about the world around you"
Come,verb, to move toward someone or something
Straight,adjective," not having curves, bends, or angles"
Cheek,noun, the part of the face that is below the eye and to the side of the nose and mouth
Murderer,verb, to kill (a person) in a deliberate and unlawful way {bc} to commit the murder of (someone)
Earl,noun, a high-ranking member of the British nobility
Tender,adjective, very loving and gentle {bc} showing affection and love for someone or something
Wall,noun," a structure of brick, stone, etc., that surrounds an area or separates one area from another"
Valiant,adjective,somewhat formal{/it} {bc} having or showing courage {bc} very brave or courageous
Manner,noun,somewhat formal{/it} {bc} the way that something is done or happens
Murder,noun, the crime of deliberately killing a person
Bosom,noun, a person's chest
Unless,conjunction," to say what will happen, be done, or be true if something else does not happen, is not done, or is not true"
Beat,verb, to hit (something) repeatedly
Gate,noun, a place in a wall or a fence that has a movable part which can be opened or closed like a door {it}also{/it} {bc} the movable part itself
Sovereign,noun,formal{/it} {bc} a king or queen
Ten,noun, the number 10
Oft,adverb,literary{/it}
Hair,noun, a thin threadlike growth from the skin of a person or animal
Deliver,verb, to take (something) to a person or place
Bold,adjective, not afraid of danger or difficult situations
Presently,adverb, during the time that is happening now {bc} at the present time
Hark,verb,old-fashioned + literary{/it}
Wonder,noun," something or someone that is very surprising, beautiful, amazing, etc."
Soon,adverb, at a time that is not long from now
Pluck,verb, to pull (something) quickly to remove it
Doctor,noun, a person who is skilled in the science of medicine {bc} a person who is trained and licensed to treat sick and injured people
Senator,noun, a member of a senate or the Senate
Methinks,verb,literary + humorous{/it} {bc} I think
Carry,verb, to move (something) while holding and supporting it
Ready,adjective, prepared to do something
Counsel,noun,formal{/it} {bc} advice given to someone
Pale,adjective, light in color
Beside,preposition, by the side of (someone or something) {bc} next to (someone or something)
Foe,noun, an enemy
Moon,noun,it}the moon{/it}{/b} {bc} the large round object that circles the Earth and that shines at night by reflecting light from the sun
Lest,conjunction, for fear that
Drum,noun, a musical instrument that is made with a thin layer of skin or plastic stretched over the end of a round frame and that is played by hitting the skin or plastic with sticks or with your hands
Rage,noun, a strong feeling of anger that is difficult to control
Sometimes,adverb, at certain times
Guard,noun," a state in which someone is carefully looking for possible danger, threats, problems, etc."
Chamber,noun, a small space inside something (such as a machine or your body)
Host,noun, a person (especially a man) who is entertaining guests socially or as a job
Attend,verb," to go to and be present at (an event, meeting, etc.)"
Tonight,noun, this night or the night following this day
Morning,noun, the early part of the day {bc} the time of day from sunrise until noon
Flesh,noun, the soft parts of the body of an animal or person
Offence,noun," something that causes a person to be hurt, angry, or upset"
Lion,noun, a large wild cat that has golden brown fur and that lives mainly in Africa
Mock,verb, to laugh at or make fun of (someone or something) especially by copying an action or a way of behaving or speaking
Tale,noun, a story about imaginary events {bc} an exciting or dramatic story
Wherefore,adverb, in the past to mean {ldquo}why{rdquo}
Sport,noun, a contest or game in which people do certain physical activities according to a specific set of rules and compete against each other
Curse,noun, an offensive word that people say when they are angry
Brain,noun," the organ of the body in the head that controls functions, movements, sensations, and thoughts"
Confess,verb, to admit that you did something wrong or illegal
Throw,verb, to cause (something) to move out of your hand and through the air by quickly moving your arm forward
Liege,noun, a lord in the time of the Middle Ages
Duchess,noun, the wife or widow of a duke
Wherein,adverb,formal{/it} {bc} in what way {bc} in what
Strength,noun, the quality or state of being physically strong
Glad,adjective," feeling pleasure, joy, or delight"
Lover,noun, a partner in a romantic or sexual relationship
Drop,noun, a very small amount of liquid that falls in a rounded shape
Piece,noun, an amount that is cut or separated from a larger section of something
Stone,noun," a hard substance that comes from the ground and is used for building, carving, etc."
Shepherd,noun, a person whose job is to take care of sheep
Promise,noun, a statement telling someone that you will definitely do something or that something will definitely happen in the future
Saint,noun, a person who is officially recognized by the Christian church as being very holy because of the way he or she lived
Heir,noun, a person who has the legal right to receive the property of someone who dies
Prayer,noun, words spoken to God especially in order to give thanks or to ask for something
Flower,noun," the part of a plant that is often brightly colored, that usually lasts a short time, and from which the seed or fruit develops"
Prisoner,noun, a person who is kept in a prison
Palace,noun," the official home of a king, queen, president, etc."
Speech,noun," a spoken expression of ideas, opinions, etc., that is made by someone who is speaking in front of a group of people"
Passion,noun, a strong feeling of enthusiasm or excitement for something or about doing something
Lack,verb, to not have (something) {bc} to not have enough of (something) ({it}chiefly US{/it})
Lordship,noun,"it}Lordship{/it}{/b} used as a title when addressing or referring to someone who has the title of lord (such as a member of the nobility, a judge, or a bishop) used with {it}his, your{/it}, or {it}their{/it}"
Scorn,noun, a feeling that someone or something is not worthy of any respect or approval
Win,verb," to achieve victory in a fight, contest, game, etc."
Conscience,noun, the part of the mind that makes you aware of your actions as being either morally right or wrong
Anon,adverb,literary + humorous{/it} {bc} in a short time
Plain,adjective, having no pattern or decoration
Soft,adjective," easy to press, bend, cut, etc. {bc} not hard or firm"
Hide,verb, to put (something) in a place where it cannot be seen or found
Pretty,adjective, attractive to look at usually in a simple or delicate way
Battle,noun," a military fight between groups of soldiers, ships, airplanes, etc."
Honourable,adjective, deserving honor and respect
Flourish,verb, to grow well {bc} to be healthy
Widow,noun, a woman whose husband has died
Knee,noun, the joint that bends at the middle of your leg
Smile,noun," an expression on your face that makes the corners of your mouth turn up and that shows happiness, amusement, pleasure, affection, etc."
Tomorrow,noun, the day after today
Labour,noun, physical or mental effort
Sigh,verb," to take in and let out a long, loud breath in a way that shows you are bored, disappointed, relieved, etc."
Marriage,noun, the relationship that exists between a husband and a wife
Danger,noun, the possibility that you will be hurt or killed
Chance,noun, an opportunity to do something {bc} an amount of time or a situation in which something can be done
Witness,noun, a person who sees something (such as a crime) happen
Behind,adverb, in or toward the back
Shake,verb," to move sometimes violently back and forth or up and down with short, quick movements"
Excellent,adjective, very good {bc} extremely good
Countess,noun, the wife of a count or an earl
Bless,verb, to make (something or someone) holy by saying a special prayer
Move,verb, to cause (something or someone) to go from one place or position to another
Loving,adjective, feeling or showing love
Fetch,verb, to go after and bring back (someone or something)
Respect,noun," a feeling of admiring someone or something that is good, valuable, important, etc."
Feast,noun, a special meal with large amounts of food and drink {bc} a large formal dinner
Affection,noun, a feeling of liking and caring for someone or something
Brow,noun,
Vile,adjective, evil or immoral
Suffer,verb," to experience pain, illness, or injury"
Creature,noun, an animal of any type
Shape,noun, the form or outline of an object
Hero,noun, a person who is admired for great or brave acts or fine qualities
Jest,noun,formal + old-fashioned{/it} {bc} something said or done to cause laughter
Breast,noun, either one of the two soft parts on a woman's chest that produce milk when she has a baby
Entreat,verb,formal{/it} {bc} to ask (someone) in a serious and emotional way
Count,verb, to add (people or things) together to find the total number
Lend,verb, to give (something) to (someone) to be used for a period of time and then returned
Pride,noun, a feeling that you respect yourself and deserve to be respected by other people
Whilst,conjunction,"chiefly British{/it}, {it}formal{/it}"
Coward,noun, someone who is too afraid to do what is right or expected {bc} someone who is not at all brave or courageous
