Vast,adjective," very great in size, amount, or extent"
Utterly,adjective, complete and total
Utter,adjective, complete and total
Trial,noun," a formal meeting in a court in which evidence about crimes, disagreements, etc., is presented to a judge and often a jury so that decisions can be made according to the law"
Trembled,verb," to shake slightly because you are afraid, nervous, excited, etc."
Threat,noun, a statement saying you will be harmed if you do not do what someone wants you to do
Terror,noun, a very strong feeling of fear
Superior,adjective, of high quality  high or higher in quality
Suffer,verb," to experience pain, illness, or injury"
Shut,verb, to close (something)
Ruin,verb," to damage (something) so badly that it is no longer useful, valuable, enjoyable, etc.  to spoil or destroy (something)"
Round,adjective, shaped like a circle or ball
Reality,noun, the true situation that exists  the real situation
Rapidly,adjective, happening in a short amount of time  happening quickly
Peasant,noun, a poor farmer or farm worker who has low social status
Ocean,noun, the salt water that covers much of the Earth's surface
Noble,adjective," having, showing, or coming from personal qualities that people admire (such as honesty, generosity, courage, etc.)"
Mankind,noun, all people thought of as one group
Longed,verb, to feel a strong desire or wish for something or to do something
Incident,noun, an unexpected and usually unpleasant thing that happens
Hair,noun, a thin threadlike growth from the skin of a person or animal
Guilty,adjective, responsible for committing a crime or doing something bad or wrong
Gloom,noun, partial or total darkness
Gazed,verb, to look at someone or something in a steady way and usually for a long time
Fresh,adjective," newly produced, made, gathered, etc.  not preserved by being frozen, canned, etc."
Experienced,adjective, having skill or knowledge from doing something  having experience
Except,preposition, not including (someone or something)  other than (something or someone)
Eternal,adjective, having no beginning and no end in time  lasting forever
Enthusiasm,noun, strong excitement about something  a strong feeling of active interest in something that you like or enjoy
Enjoyment,noun, a feeling of pleasure caused by doing or experiencing something you like
Emotion,noun," a strong feeling (such as love, anger, joy, hate, or fear)"
Dry,adjective, having no or very little water or liquid
Devil,noun,"the Devil  the most powerful spirit of evil in Christianity, Judaism, and Islam who is often represented as the ruler of hell"
Detail,noun, a small part of something
Destiny,noun, what happens in the future  the things that someone or something will experience in the future
Demand,noun, a forceful statement in which you say that something must be done or given to you
Considered,adjective,formal  resulting from careful thought
Condemned,verb, to say in a strong and definite way that someone or something is bad or wrong
Compassion,noun," a feeling of wanting to help someone who is sick, hungry, in trouble, etc."
Certainly,adverb, without doubt
Ceased,verb, to stop happening  to end
Beneath,adverb, in or to a lower position
Behind,adverb, in or toward the back
Assured,adjective, sure or certain to happen
Afford,verb, to be able to pay for (something)
Accident,noun, a sudden event (such as a crash) that is not planned or intended and that causes damage or injury
Abhorred,verb,formal  to dislike (someone or something) very much
Violence,noun," the use of physical force to harm someone, to damage property, etc."
Thee,pronoun,old-fashioned + literary used as a singular form of you when it is the object of a verb or preposition.
Terrible,adjective, very shocking and upsetting
Surely,adverb, in a confident way
Supposed,adjective, claimed to be true or real
Stream,noun, a natural flow of water that is smaller than a river
Storm,noun," an occurrence of bad weather in which there is a lot of rain, snow, etc., and often strong winds"
Solitary,adjective, without anyone or anything else  not involving or including anyone or anything else
Sides,noun," a place, space, or direction that is away from or beyond the center of something"
Sailor,noun, a person who works on a boat or ship as part of the crew
Sad,adjective, not happy  feeling or showing grief or unhappiness
Rushed,verb, to move or do something very quickly or in a way that shows you are in a hurry
Returning,verb, to come or go to a place again  to come back or go back again
Resolution,noun," the act of finding an answer or solution to a conflict, problem, etc.  the act of resolving something"
Residence,noun, the state of living in a particular place
Repose,noun,formal + literary  a state of resting or not being active
Remembrance,noun," the act of remembering a person, thing, or event"
Procure,verb, to get (something) by some action or effort
Pressed,adjective, lacking something that is needed or desired
Poverty,noun, the state of being poor
Persuade,verb," to cause (someone) to do something by asking, arguing, or giving reasons"
Modern,adjective," of or relating to the present time or the recent past  happening, existing, or developing at a time near the present time"
Lover,noun, a partner in a romantic or sexual relationship
Listen,verb," to pay attention to someone or something in order to hear what is being said, sung, played, etc."
Instead,adverb,"used to say that one thing is done or that one thing or person is chosen when another is not chosen, cannot be done, etc. often + of"
Ignorant,adjective, lacking knowledge or information
Hurry,verb," to move, act, or go quickly"
Hideous,adjective, very ugly or disgusting
Hell,noun, the place where the devil lives and where evil people go after they die according to some religions
Guilt,noun, responsibility for a crime or for doing something bad or wrong
Gloomy,adjective, somewhat dark  not bright or sunny
Gentleness,adjective, having or showing a kind and quiet nature  not harsh or violent
Forget,verb, to be unable to think of or remember (something)
Follow,verb, to go or come after or behind (someone or something)
See,verb, to notice or become aware of (someone or something) by using your eyes
Feel,verb," to be aware of (something that affects you physically, such as pain, heat, or an object touching your body)"
Become,verb, to begin to be or come to be something specified  to begin to have a specified quality
Come,verb, to move toward someone or something
Take,verb, to carry or move (something) to a place
Lose,verb, to be unable to find (something or someone)
Know,verb, to have (information of some kind) in your mind
Give,verb, to cause or allow someone to have (something) as a present  to make a present of (something)
Behold,verb,formal + literary  to look at (something)  to see (something)
Endeavour,verb,formal  to seriously or continually try to do (something)
Begin,verb, to do the first part of an action  to start doing something
Speak,verb," to say words in order to express your thoughts, feelings, opinions, etc., to someone  to talk to someone"
Sit,verb," to be in a position in which your bottom is resting on a chair, the ground, etc., especially with your back upright"
Die,verb, to stop living
Perhaps,adverb, possibly but not certainly
Draw,verb," to make (a picture, image, etc.) by making lines on a surface especially with a pencil, pen, marker, chalk, etc., but not usually with paint"
Sink,verb," to go down below the surface of water, mud, etc."
Fall,verb, to come or go down quickly from a high place or position
Weep,verb,somewhat formal  to cry because you are very sad or are feeling some other strong emotion
Rise,verb, to move upward
Awake,verb,somewhat formal  to stop sleeping  to wake up
Understand,verb," to know the meaning of (something, such as the words that someone is saying or a language)"
Tell,verb, to say or write (something) to (someone)
Throw,verb, to cause (something) to move out of your hand and through the air by quickly moving your arm forward
Flee,verb, to run away from danger
Break,verb, to separate (something) into parts or pieces often in a sudden and forceful or violent way
Leave,verb, to go away from (a place)
Stand,verb, to be in an upright position with all of your weight on your feet
Shine,verb, to give off light
